author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
Мангазея;developer;https://www.cian.ru/sale/flat/293671420/;Москва;sale;flat;12;21;-1;202.0;116763;23586316;2023;Новостройка;Монолитно-кирпичный, монолитный;-1;Без отделки;15.0;15.0;+74951379080;Щукино;Щукинская ;3;Стрешнево;Интонация
Никита Гаврилов;realtor;https://www.cian.ru/sale/flat/296974017/;Москва;sale;flat;9;12;1;36.0;347222;12500000;1969;Вторичка;Блочный;Центральное;-1;-1;9.0;+79646328605;Царицыно;Кавказский бульвар;29К1;Царицыно;
ФСК;developer;https://www.cian.ru/sale/flat/296524855/;Москва;sale;flat;11;43;-1;20.0;964041;19280822;2023;Новостройка;Монолитно-кирпичный;-1;Без отделки, предчистовая, чистовая;15.0;10.0;+74951387123;Хорошево-Мневники;Шелепихинская набережная;40к1;Хорошёво;Sydney City
ID 33199158;unknown;https://www.cian.ru/sale/flat/292196992/;Москва;sale;flat;1;4;1;41.3;162227;6700000;2021;Вторичка;-1;Нет информации;-1;20.0;12.0;+79855019679;; Жемчужная;1к4;Филатов Луг;Марьино Град
ID 39404589;developer;https://www.cian.ru/sale/flat/295780529/;Москва;sale;flat;20;28;1;39.7;408299;16209510;2026;Новостройка;Монолитно-кирпичный;-1;Без отделки;-1;-1;+74951379105;Нагорный;;;Нагорная;Твелв ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/296412873/;Москва;sale;flat;24;25;1;36.9;365853;13500000;1982;Вторичка;Монолитный;Центральное;-1;17.0;8.0;+79099968706;Чертаново Северное;Северное Чертаново мкр;7кБ;Чертановская;
Sminex-Интеко;developer;https://www.cian.ru/sale/flat/296277976/;Москва;sale;flat;13;14;1;44.6;620179;27660000;2023;Новостройка;Монолитный;-1;Без отделки, чистовая;13.0;21.0;+74951375461;Раменки;;к7;Ломоносовский проспект;Вест Гарден ЖК
Доступная Недвижимость. 8 отдел;real_estate_agent;https://www.cian.ru/sale/flat/294626927/;Москва;sale;flat;9;9;1;41.0;302439;12400000;2022;Вторичка;Монолитный;Нет информации;-1;19.0;13.0;+79850713464;; Инженера Кнорре;7к2;Румянцево;
MR Group;developer;https://www.cian.ru/sale/flat/296730961/;Москва;sale;flat;18;39;1;34.76;405927;14110030;2026;Новостройка;Монолитно-кирпичный, монолитный;-1;Без отделки, предчистовая, чистовая;-1;-1;+74951387204;Западное Дегунино;Северный ао;;Селигерская;Селигер Сити ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/280803667/;Москва;sale;flat;11;14;1;39.0;238205;9290000;2017;Вторичка;Кирпичный;Индивидуальный тепловой пункт;-1;-1;16.0;+79858618585;; Омская;9;Рассказовка;Внуково 2017
GRAVION;developer;https://www.cian.ru/sale/flat/288750856/;Москва;sale;flat;2;9;1;53.17;1200000;63804000;2023;Новостройка Апартаменты;Монолитно-кирпичный;-1;Без отделки, чистовая;15.0;32.0;+74951374970;Якиманка;Ленинский проспект;2;Октябрьская;Клубный дом CULT
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/296783926/;Москва;sale;flat;2;9;1;32.2;357142;11500000;1965;Вторичка;Блочный;Центральное;-1;-1;4.0;+79645642365;Савеловский;4-й Вятский переулок;21;Савёловская;
Компания Пионер;developer;https://www.cian.ru/sale/flat/296119007/;Москва;sale;flat;6;18;1;24.4;767765;18733490;2027;Новостройка;Монолитный;-1;Без отделки, предчистовая, чистовая;-1;-1;+74951374078;Даниловский;;;;Хай Лайф ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/292466547/;Москва;sale;flat;7;24;1;39.6;282828;11200000;2012;Вторичка;Монолитный;Центральное;-1;18.0;10.0;+79154281519;Бирюлево Восточное;Ягодная ;4;;Загорье
Capital Group;developer;https://www.cian.ru/sale/flat/287996186/;Москва;sale;flat;11;18;1;52.4;1053438;55200190;2025;Новостройка;Монолитный;-1;Неизвестно;-1;-1;+74951375011;Дорогомилово;;;Киевская;Бадаевский ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/296124107/;Москва;sale;flat;7;16;1;36.89;284629;10500000;2023;Вторичка Апартаменты;-1;-1;-1;-1;10.0;+79623638751;;;к1.1;Румянцево;Тропарево Парк
Группа Родина;developer;https://www.cian.ru/sale/flat/291114452/;Москва;sale;flat;3;23;1;30.8;551493;16986000;2024;Новостройка;Монолитно-кирпичный;-1;Без отделки;12.0;-1;+74951374518;Ростокино;;к2;Ботанический сад;Союз ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/295770660/;Москва;sale;flat;4;14;1;39.9;268170;10700000;2022;Вторичка;-1;Нет информации;-1;19.0;14.0;+79645654680;;проспект Магеллана;4;Прокшино;Испанские кварталы
ID 39404589;developer;https://www.cian.ru/sale/flat/296909648/;Москва;sale;flat;2;27;1;41.9;394400;16525360;2026;Новостройка;Монолитный;-1;Без отделки, предчистовая;15.0;13.0;+74951374375;Даниловский;;;Павелецкая;Era
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/281584239/;Москва;sale;flat;10;25;1;44.3;227990;10100000;2024;Новостройка Апартаменты;-1;-1;Чистовая;-1;17.0;+79169750328;;;к2.1;Румянцево;Тропарево Парк
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/294495455/;Москва;sale;flat;4;20;1;49.9;476000;23752400;2026;Новостройка;Монолитно-кирпичный;-1;Чистовая;-1;-1;+74951346358;Басманный; Фридриха Энгельса;56;Бауманская;Дом 56
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/281612318/;Москва;sale;flat;3;16;1;40.0;312500;12500000;2022;Вторичка;Монолитный;Центральное;-1;-1;13.0;+79647826109;;бульвар Скандинавский;19;Коммунарка;Скандинавия
Regions Development;developer;https://www.cian.ru/sale/flat/296883956/;Москва;sale;flat;12;23;1;46.2;475599;21972690;2023;Новостройка;Монолитный;-1;Без отделки;-1;-1;+74951379034;Нагатинский затон;;;Технопарк;Дрим Тауэрс ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/292810682/;Москва;sale;flat;9;32;1;40.6;467980;19000000;2024;Новостройка;-1;-1;Без отделки;30.0;5.0;+79652179400;Хорошево-Мневники;Причальный проезд;10;Шелепиха;Level Причальный
Центр-Инвест;representative_developer;https://www.cian.ru/sale/flat/290747838/;Москва;sale;flat;6;15;1;40.5;592127;23981169;2022;Новостройка;Монолитный;-1;Без отделки;16.0;10.0;+74951347281;Раменки;Винницкая ;8к3;Раменки;Настоящее
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/295770649/;Москва;sale;flat;59;69;1;36.3;411845;14950000;2025;Новостройка;-1;-1;Без отделки;-1;15.0;+79091623281;Печатники;;1;Кожуховская;Левел Южнопортовая ЖК
MR Group;developer;https://www.cian.ru/sale/flat/296847956/;Москва;sale;flat;2;47;1;36.06;574419;20713585;2027;Новостройка;Монолитный;-1;Предчистовая, чистовая;-1;13.0;+74951377313;Хорошево-Мневники; Мневники;;;JOIS
Cristall Realty;real_estate_agent;https://www.cian.ru/sale/flat/295331672/;Москва;sale;flat;10;51;1;42.0;438095;18400000;2024;Новостройка;Монолитный;-1;Без отделки;-1;15.0;+79031100206;Пресненский;Шелепихинское шоссе;;Шелепиха;Headliner
EraOneHolding;developer;https://www.cian.ru/sale/flat/280871038/;Москва;sale;flat;2;5;1;72.9;1082954;78947368;2019;Новостройка;Монолитно-кирпичный;-1;Черновая;-1;-1;+74951387053;Арбат; Арбат;39;Смоленская;Artisan
Cristall Realty;real_estate_agent;https://www.cian.ru/sale/flat/293839722/;Москва;sale;flat;3;25;1;44.6;313901;14000000;2021;Вторичка;Панельный;Индивидуальный тепловой пункт;-1;12.0;22.0;+79167516179;Кунцево;№ 100 кв-л;1к2;Павшино;Мякинино парк
EraOneHolding;developer;https://www.cian.ru/sale/flat/274789006/;Москва;sale;flat;6;8;1;111.6;684210;76357895;2019;Новостройка;Монолитный;-1;Черновая;-1;-1;+74951387195;Арбат; Арбат;24;Арбатская;Turandot Residences
Cristall Realty;real_estate_agent;https://www.cian.ru/sale/flat/295140847/;Москва;sale;flat;23;42;1;45.6;570175;26000000;2021;Вторичка;Монолитный;Индивидуальный тепловой пункт;-1;-1;13.0;+79651090766;Филевский парк;Багратионовский проезд;5Ак1;Фили;Filicity
MR Group;developer;https://www.cian.ru/sale/flat/288222670/;Москва;sale;flat;45;54;1;29.36;614572;18043856;2025;Новостройка;Монолитный;-1;Предчистовая, чистовая;9.0;15.0;+74951375113;Савеловский;2-я Хуторская ;34;Дмитровская;SYMPHONY 34
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/291448184/;Москва;sale;flat;6;20;1;39.6;575757;22800000;2024;Новостройка;Монолитный;-1;Чистовая;16.0;13.0;+79623682283;Хорошево-Мневники; Шеногина;;Хорошёво;Sydney City
3S Group;developer;https://www.cian.ru/sale/flat/294572710/;Москва;sale;flat;3;29;1;34.63;453508;15705000;2023;Новостройка;Монолитно-кирпичный;-1;Без отделки, предчистовая, чистовая;13.0;10.0;+74951379043;Богородское;Открытое шоссе;14Д;Бульвар Рокоссовского;Талисман на Рокоссовского
ID 431932;realtor;https://www.cian.ru/sale/flat/293864155/;Москва;sale;flat;21;22;1;40.0;295000;11800000;2008;Вторичка;Панельный;Центральное;-1;20.0;10.0;+79197864292;Можайский;Беловежская ;37;Сетунь;
Hutton Development;developer;https://www.cian.ru/sale/flat/293911222/;Москва;sale;flat;3;7;-1;202.0;483683;97704000;2026;Новостройка;Монолитный;-1;Без отделки;13.0;18.0;+74951379715;Якиманка;Софийская набережная;34С3;Новокузнецкая;Клубный дом DUO
ID 13544436;realtor;https://www.cian.ru/sale/flat/296686420/;Москва;sale;flat;13;16;1;38.5;335844;12930000;2022;Вторичка;Монолитный;Центральное;-1;15.0;10.0;+79859681260;;проспект Магеллана;5;Прокшино;
Sminex-Интеко;developer;https://www.cian.ru/sale/flat/293712012/;Москва;sale;flat;21;28;1;36.72;546023;20050000;2024;Новостройка;Монолитный;-1;Без отделки;-1;-1;+74951347316;Марфино; Академика Королева;21;Бутырская;Дом Достижение
Cristall Realty;real_estate_agent;https://www.cian.ru/sale/flat/296349385/;Москва;sale;flat;3;19;1;40.6;327586;13300000;2021;Вторичка;Кирпичный;Индивидуальный тепловой пункт;-1;23.0;9.0;+79651090766;Некрасовка; Недорубова;30;Некрасовка;Квартал Некрасовка
GloraX;developer;https://www.cian.ru/sale/flat/293812263/;Москва;sale;flat;4;21;-1;202.0;139653;28209999;2024;Новостройка Апартаменты;Монолитный;-1;Предчистовая;15.0;-1;+74951378830;Беговой; 1-я Ямского Поля;28С3;Белорусская;GloraX Premium Белорусская
Cristall Realty;real_estate_agent;https://www.cian.ru/sale/flat/296516609/;Москва;sale;flat;16;43;1;40.96;437011;17900000;2025;Новостройка;Монолитный;-1;Чистовая;-1;5.0;+79031100206;Савеловский;2-я Хуторская ;34;Дмитровская;SYMPHONY 34
Доходный дом;developer;https://www.cian.ru/sale/flat/296303052/;Москва;sale;flat;3;8;1;62.7;1405800;88143660;2026;Новостройка;Монолитный;-1;Без отделки;-1;27.0;+74951374014;Мещанский;Большой Кисельный переулок;11/2с2;Лубянка;Frank's house
Cristall Realty;real_estate_agent;https://www.cian.ru/sale/flat/295042416/;Москва;sale;flat;8;12;1;41.3;254237;10500000;1980;Вторичка;Панельный;Центральное;-1;20.0;8.0;+79651090766;Марьино;Донецкая ;29;Курьяново;
ФСК;developer;https://www.cian.ru/sale/flat/270292321/;Москва;sale;flat;4;29;1;36.6;519280;19005648;2024;Новостройка;Монолитно-кирпичный;-1;Без отделки, предчистовая, чистовая;9.0;13.0;+74951387143;Ростокино;;;Ботанический сад;Режиссер ЖК
Cristall Realty;real_estate_agent;https://www.cian.ru/sale/flat/293746125/;Москва;sale;flat;5;45;1;46.6;330472;15400000;2025;Новостройка;Монолитный;-1;Чистовая;-1;20.0;+79651090766;Покровское-Стрешнево;;;Тушинская;Скай Гарден ЖК
ФСК;developer;https://www.cian.ru/sale/flat/280811371/;Москва;sale;flat;3;29;1;35.0;490980;17184300;2025;Новостройка;Монолитно-кирпичный;-1;Предчистовая, чистовая;11.0;12.0;+74951387224;Нагатино-Садовники;Варшавское шоссе;37АК1;Нагатинская;Rotterdam
Cristall Realty;real_estate_agent;https://www.cian.ru/sale/flat/296516608/;Москва;sale;flat;12;21;1;37.26;415995;15500000;2024;Новостройка Апартаменты;Монолитный;-1;Без отделки;-1;17.0;+79651090766;Хорошевский; Зорге;9;Хорошёвская;Зорге 9
Э.К. Девелопмент;developer;https://www.cian.ru/sale/flat/295113183/;Москва;sale;flat;20;26;1;38.9;334100;12996490;2023;Новостройка;Панельный;-1;Предчистовая, чистовая;-1;-1;+74951378824;Чертаново Южное;Варшавское шоссе;170Ек1;Лесопарковая;Зеленая Вертикаль
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/295329453/;Москва;sale;flat;2;30;1;41.1;299270;12300000;2021;Вторичка;-1;Нет информации;-1;15.0;18.0;+79660621056;Зябликово;Ореховый бульвар;24к4;Красногвардейская;Fresh
Sense Development;developer;https://www.cian.ru/sale/flat/296457495/;Москва;sale;flat;6;13;1;39.8;562453;22385639;2024;Новостройка Апартаменты;Монолитный;-1;Предчистовая;19.0;15.0;+74951387059;Даниловский;Подольское шоссе;3;Тульская;Logos
Лофт Инвест;real_estate_agent;https://www.cian.ru/sale/flat/290210897/;Москва;sale;flat;5;6;1;14.0;353571;4950000;2021;Вторичка Апартаменты;Кирпичный;-1;-1;11.0;3.0;+79645658893;Марфино;Гостиничный проезд;8К1;Окружная;
COLDY;developer;https://www.cian.ru/sale/flat/291578701/;Москва;sale;flat;2;14;1;101.91;1717991;175080564;2025;Новостройка;Монолитно-кирпичный;-1;Без отделки;-1;-1;+74951379410;Хамовники;переулок 1-й Тружеников;12;Киевская;Хамовники 12
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/294209412/;Москва;sale;flat;15;21;1;36.95;433017;16000000;2023;Новостройка Апартаменты;Монолитно-кирпичный;-1;Без отделки;13.0;16.0;+79164461265;Хорошевский; Зорге;9;Полежаевская;Зорге 9
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/296524346/;Москва;sale;flat;15;19;1;36.3;260826;9468018;2026;Новостройка;Панельный, монолитный;-1;Без отделки, чистовая;13.0;-1;+74951387082;;;;Филатов Луг;Город-парк Первый Московский
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/295102239/;Москва;sale;flat;4;28;1;30.0;600000;18000000;2021;Вторичка;-1;Нет информации;-1;12.0;10.0;+79660621056;Лефортово;проезд Невельского;1к3;Москва-Товарная;Символ
А101;developer;https://www.cian.ru/sale/flat/290946569/;Москва;sale;flat;2;18;1;22.3;342816;7644804;2025;Новостройка;Монолитно-кирпичный, монолитный;-1;Без отделки, предчистовая, черновая, чистовая;7.0;6.0;+74951387242;;;37.2.1;Бунинская аллея;Скандинавия ЖК
