author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
MR Group;developer;https://www.cian.ru/sale/flat/295722090/;Москва;sale;flat;34;55;3;85.71;420274;36021685;2024;Новостройка;Монолитно-кирпичный;-1;Предчистовая, чистовая;-1;-1;+74951387065;Марьина роща; 4-я Марьиной рощи;12к2;Рижская;Mod
LaRichesse;real_estate_agent;https://www.cian.ru/sale/flat/296962285/;Москва;sale;flat;6;20;3;76.9;240572;18500000;2023;Вторичка;-1;Нет информации;-1;-1;16.0;+79652502027;;проспект Прокшинский;10;Прокшино;Прокшино
ID 39404589;developer;https://www.cian.ru/sale/flat/295016705/;Москва;sale;flat;23;34;3;59.3;421400;24989020;2025;Новостройка;Монолитный;-1;Без отделки, предчистовая;-1;-1;+74951387095;Обручевский;;;Воронцовская;Эвер ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/292768374/;Москва;sale;flat;19;21;3;139.5;713261;99500000;2013;Вторичка;-1;Центральное;-1;-1;-1;+79850120089;Тверской;2-й Щемиловский переулок;5а;Новослободская;Махаон
Пионер;developer;https://www.cian.ru/sale/flat/291153311/;Москва;sale;flat;8;11;3;85.3;763891;65159987;2025;Новостройка;Монолитно-кирпичный;-1;Без отделки;-1;-1;+74951374084;Даниловский;;;Павелецкая;Опус ЖК
BERI;real_estate_agent;https://www.cian.ru/sale/flat/294221277/;Москва;sale;flat;3;4;3;98.5;360304;35490000;1907;Вторичка;-1;Центральное;-1;40.0;29.0;+79100007612;Пресненский; Красная Пресня;44С1;Улица 1905 года;
MR Group;developer;https://www.cian.ru/sale/flat/290790426/;Москва;sale;flat;2;57;3;79.23;510215;40424357;2024;Новостройка;Монолитно-кирпичный;-1;Предчистовая, чистовая;-1;-1;+74951387228;Филевский парк;;;Фили;Фили Сити ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/286375846/;Москва;sale;flat;12;14;3;227.0;748898;170000000;1956;Вторичка;-1;Нет информации;-1;-1;-1;+79030192207;Тверской;Газетный переулок;13;Охотный ряд;
Ташир;developer;https://www.cian.ru/sale/flat/296939042/;Москва;sale;flat;2;17;3;80.1;485180;38862924;2024;Новостройка;Монолитный;-1;Предчистовая, черновая;58.0;5.0;+74951347286;Раменки;;;;Легаси ЖК
BERI;real_estate_agent;https://www.cian.ru/sale/flat/295811953/;Москва;sale;flat;4;5;3;83.4;435131;36290000;1820;Вторичка;Кирпичный;Центральное;-1;55.0;8.0;+79855120252;Хамовники;Смоленский бульвар;17С1;Смоленская;
Мангазея;developer;https://www.cian.ru/sale/flat/293671482/;Москва;sale;flat;17;21;-1;202.0;213956;43219300;2023;Новостройка;Монолитно-кирпичный, монолитный;-1;Без отделки;54.0;21.0;+74951379080;Щукино;Щукинская ;3;Стрешнево;Интонация
BERI;real_estate_agent;https://www.cian.ru/sale/flat/292530946/;Москва;sale;flat;6;8;3;57.4;574738;32990000;1933;Вторичка;Кирпичный;Центральное;-1;37.0;9.0;+79100007612;Хамовники;Зубовский бульвар;16-20С1;Парк Культуры;
ФСК;developer;https://www.cian.ru/sale/flat/293914122/;Москва;sale;flat;4;26;3;69.4;444959;30880224;2025;Новостройка;Монолитно-кирпичный;-1;Без отделки, предчистовая, чистовая;29.0;6.0;+74951387123;Хорошево-Мневники;к5/1;к5/1;Карамышевская;Сидней Сити ЖК
BERI;real_estate_agent;https://www.cian.ru/sale/flat/295900341/;Москва;sale;flat;2;5;3;68.8;453343;31190000;1890;Вторичка;-1;Центральное;-1;37.0;8.0;+79100007612;Хамовники;Зубовский бульвар;29;Парк Культуры;
ID 39404589;developer;https://www.cian.ru/sale/flat/295780835/;Москва;sale;flat;3;34;3;54.4;362900;19741760;2026;Новостройка;Монолитно-кирпичный;-1;Без отделки;-1;-1;+74951379105;Нагорный;Электролитный проезд;12Б;Нагорная;Twelve
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/293666231/;Москва;sale;flat;20;43;3;84.2;445368;37500000;2024;Новостройка;Монолитный;-1;Без отделки;-1;-1;+79623620296;Хорошево-Мневники;Шелепихинская набережная;34к7;Шелепиха;Сердце Столицы
Sminex-Интеко;developer;https://www.cian.ru/sale/flat/296277924/;Москва;sale;flat;7;14;3;92.3;509100;46990000;2023;Новостройка;Монолитный;-1;Без отделки, чистовая;40.0;26.0;+74951375461;Раменки;;к7;Ломоносовский проспект;Вест Гарден ЖК
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/293707715/;Москва;sale;flat;4;14;3;93.8;565031;53000000;1969;Вторичка;Кирпичный;Центральное;-1;-1;10.0;+79684858420;Тверской;Воротниковский переулок;2/11;Пушкинская;
Э.К. Девелопмент;developer;https://www.cian.ru/sale/flat/296251957/;Москва;sale;flat;7;25;3;85.8;392000;33633600;2022;Новостройка;Панельный;-1;Чистовая;-1;-1;+74951379083;Хорошевский; Маргелова;3к4;Беговая;Авиатика
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/294166441/;Москва;sale;flat;2;6;3;115.0;1304260;149990000;2008;Вторичка;Монолитный;Центральное;-1;30.0;40.0;+79161938368;Хамовники;переулок Хилков;5;Парк Культуры;Особняк в Хилковом переулке
MR Group;developer;https://www.cian.ru/sale/flat/296636528/;Москва;sale;flat;39;43;3;85.8;430493;36936385;2023;Новостройка;Монолитно-кирпичный, монолитный;-1;Без отделки, предчистовая, чистовая;-1;-1;+74951387204;Западное Дегунино;Ильменский проезд;14к1;Селигерская;Селигер Сити
Константин Степанов;realtor;https://www.cian.ru/sale/flat/287165183/;Москва;sale;flat;6;24;3;87.6;502283;44000000;2025;Новостройка;Монолитный;-1;Чистовая;53.0;33.0;+79175687573;Даниловский;Летниковская ;;Павелецкая;HIGH LIFE
GRAVION;developer;https://www.cian.ru/sale/flat/288751015/;Москва;sale;flat;8;9;3;210.08;1700000;357136000;2023;Новостройка Апартаменты;Монолитно-кирпичный;-1;Без отделки, чистовая;173.0;31.0;+74951374970;Якиманка;Ленинский проспект;2;Октябрьская;Клубный дом CULT
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/280931128/;Москва;sale;flat;5;12;3;90.0;1100000;99000000;2022;Вторичка;Монолитный;Центральное;-1;-1;14.0;+79660590084;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
КРОСТ;developer;https://www.cian.ru/sale/flat/296745797/;Москва;sale;flat;6;24;3;82.3;369000;30368700;2024;Новостройка;Монолитный;-1;Без отделки;-1;14.0;+74951374358;Щукино;;;Октябрьское поле;Театральный Квартал ЖК
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/295360181/;Москва;sale;flat;9;15;3;97.0;1304123;126500000;-1;Вторичка;-1;-1;-1;-1;15.0;+79660584956;Хамовники; Усачева;15кА;Спортивная;Садовые кварталы
Компания Пионер;developer;https://www.cian.ru/sale/flat/295410843/;Москва;sale;flat;6;18;3;74.8;582301;43556189;2027;Новостройка;Монолитный;-1;Без отделки, предчистовая, чистовая;-1;-1;+74951374078;Даниловский;;;;Хай Лайф ЖК
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/294811079/;Москва;sale;flat;14;15;3;133.91;1300000;174083000;2022;Вторичка;-1;-1;-1;-1;8.0;+79851378721;Хамовники; Усачева;15кВ;Спортивная;Садовые кварталы
Capital Group;developer;https://www.cian.ru/sale/flat/283760181/;Москва;sale;flat;11;18;3;115.6;1135133;131221490;2025;Новостройка;Монолитный;-1;Неизвестно;-1;-1;+74951375011;Дорогомилово;;;Киевская;Бадаевский ЖК
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/287785206/;Москва;sale;flat;8;15;3;119.5;1300000;155350000;-1;Вторичка;-1;-1;-1;-1;13.0;+79660584956;Хамовники; Усачева;15кВ;Спортивная;Садовые кварталы
Группа Родина;developer;https://www.cian.ru/sale/flat/291114499/;Москва;sale;flat;2;23;3;84.6;425364;35985800;2025;Новостройка;Монолитно-кирпичный;-1;Без отделки;-1;-1;+74951374518;Ростокино;;к4;Ботанический сад;Союз ЖК
Premium Moscow;real_estate_agent;https://www.cian.ru/sale/flat/296299556/;Москва;sale;flat;17;21;3;119.49;1037743;124000000;-1;Новостройка;Монолитный;-1;-1;-1;-1;+79057182842;Пресненский;Жилой Лаки кв-л;;Беговая;Lucky
ID 39404589;developer;https://www.cian.ru/sale/flat/296963758/;Москва;sale;flat;2;33;3;64.7;445800;28843260;2026;Новостройка;Монолитный;-1;Без отделки, предчистовая;23.0;23.0;+74951374375;Даниловский;;;Павелецкая;Era
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/296151351/;Москва;sale;flat;2;21;3;117.0;940170;110000000;-1;Вторичка;Монолитно-кирпичный;-1;-1;64.0;20.0;+79660609360;Пресненский;2-я Звенигородская ;12С19;Улица 1905 года;Lucky
ID 39404589;developer;https://www.cian.ru/sale/flat/296789394/;Москва;sale;flat;14;42;3;63.2;525300;33198960;2023;Новостройка;Монолитный;-1;Без отделки, предчистовая;-1;-1;+74951387129;Котловка;;к2;Крымская;Энитео ЖК
ID 413522;realtor;https://www.cian.ru/sale/flat/288980798/;Москва;sale;flat;10;15;3;127.27;1174660;149499000;-1;Вторичка;Монолитно-кирпичный;-1;-1;70.0;16.0;+79150579850;Хамовники; Усачева;15кБ;Спортивная;Садовые кварталы
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/294495481/;Москва;sale;flat;13;20;3;99.5;465000;46267500;2026;Новостройка;Монолитно-кирпичный;-1;Чистовая;-1;-1;+74951346358;Басманный; Фридриха Энгельса;56;Бауманская;Дом 56
Метриум-Премиум Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/294454175/;Москва;sale;flat;14;16;3;141.6;833333;118000000;2008;Вторичка;Монолитный;Центральное;-1;72.0;12.0;+79151929454;Хамовники;Ружейный переулок;3;Смоленская;Смоленская Застава
ФСК;developer;https://www.cian.ru/sale/flat/295077201/;Москва;sale;flat;2;9;-1;202.0;663110;133948350;2024;Новостройка;Монолитно-кирпичный;-1;Без отделки, предчистовая;41.0;17.0;+74951347306;Хорошево-Мневники; Шеногина;;Хорошёво;Sydney Prime
Времена года;real_estate_agent;https://www.cian.ru/sale/flat/289774944/;Москва;sale;flat;6;7;3;100.0;1200000;120000000;2015;Вторичка Апартаменты;Монолитный;Нет информации;-1;-1;9.0;+79057182810;Арбат;1-й Смоленский переулок;21;Киевская;Smolensky De Luxe
Regions Development;developer;https://www.cian.ru/sale/flat/296945879/;Москва;sale;flat;2;23;3;97.2;414553;40294570;2023;Новостройка;Монолитный;-1;Без отделки;-1;-1;+74951379034;Нагатинский затон;;;Технопарк;Дрим Тауэрс ЖК
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/292664638/;Москва;sale;flat;7;17;3;75.7;528401;40000000;2018;Вторичка Апартаменты;-1;Центральное;-1;40.0;5.0;+79651075221;Беговой;Ленинградский проспект;29к1;Петровский Парк;Царская площадь
Центр-Инвест;representative_developer;https://www.cian.ru/sale/flat/296355131/;Москва;sale;flat;7;28;3;62.9;543032;34156760;2022;Новостройка;Монолитный;-1;Без отделки;31.0;15.0;+74951347281;Раменки;Винницкая ;8к1;Раменки;Настоящее
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/292236654/;Москва;sale;flat;1;7;3;75.0;665185;49888888;1978;Вторичка;Кирпичный;Центральное;-1;50.0;9.0;+79169721186;Пресненский;Богословский переулок;5;Пушкинская;
MR Group;developer;https://www.cian.ru/sale/flat/296847996/;Москва;sale;flat;34;47;3;84.01;506665;42564927;2027;Новостройка;Монолитный;-1;Предчистовая, чистовая;-1;-1;+74951377313;Хорошево-Мневники; Мневники;;;JOIS
Времена года;real_estate_agent;https://www.cian.ru/sale/flat/293218158/;Москва;sale;flat;11;11;3;150.0;1400000;210000000;-1;Вторичка;Монолитно-кирпичный;-1;-1;-1;-1;+79152007823;Хамовники; Ефремова;10с1к4/6;Спортивная;Садовые кварталы
Ташир;developer;https://www.cian.ru/sale/flat/296420365/;Москва;sale;flat;5;21;3;72.0;301000;21672000;2020;Новостройка Апартаменты;Монолитный;-1;Предчистовая, черновая, чистовая;45.0;7.0;+74951347269;Очаково-Матвеевское;Аминьевское шоссе;6;Давыдково;West Tower (Апартаменты бизнес-класса)
Cristall Realty;real_estate_agent;https://www.cian.ru/sale/flat/296462468/;Москва;sale;flat;36;51;3;85.87;570513;48990000;2022;Вторичка;Монолитный;-1;-1;-1;29.0;+79853324399;Пресненский;Шмитовский проезд;39к9;Шелепиха;Headliner
EraOneHolding;developer;https://www.cian.ru/sale/flat/291467888/;Москва;sale;flat;4;5;3;133.6;1095059;146300000;2019;Новостройка;Монолитно-кирпичный;-1;Черновая;-1;-1;+74951387053;Арбат; Арбат;39;Смоленская;Artisan
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/296485790/;Москва;sale;flat;5;7;3;75.33;163281;12300000;2021;Новостройка;Монолитный;-1;Чистовая;41.0;13.0;+79623689058;; Медовая Долина;3к2;Рассказовка;Баркли Медовая долина
EraOneHolding;developer;https://www.cian.ru/sale/flat/274789003/;Москва;sale;flat;6;8;3;128.3;968421;124248421;2019;Новостройка;Монолитный;-1;Черновая;-1;-1;+74951387195;Арбат; Арбат;24;Арбатская;Turandot Residences
RMRealty;real_estate_agent;https://www.cian.ru/sale/flat/296663355/;Москва;sale;flat;3;6;3;128.0;1523437;195000000;2008;Вторичка;Монолитный;Центральное;-1;-1;45.0;+79852068469;Хамовники;переулок Хилков;5;Парк Культуры;Особняк в Хилковом переулке
MR Group;developer;https://www.cian.ru/sale/flat/291757183/;Москва;sale;flat;5;43;3;85.13;412297;35098867;2025;Новостройка;Монолитный;-1;Предчистовая, чистовая;33.0;27.0;+74951375113;Савеловский;2-я Хуторская ;34;Дмитровская;SYMPHONY 34
BERI;real_estate_agent;https://www.cian.ru/sale/flat/295052757/;Москва;sale;flat;4;12;3;65.9;233535;15390000;1968;Вторичка;-1;Центральное;-1;45.0;9.0;+79855120252;Западное Дегунино; Ивана Сусанина;4К2;Моссельмаш;
Hutton Development;developer;https://www.cian.ru/sale/flat/293911215/;Москва;sale;flat;3;7;-1;202.0;1193613;241110000;2026;Новостройка;Монолитный;-1;Без отделки;70.0;14.0;+74951379715;Якиманка;Софийская набережная;34С3;Новокузнецкая;Клубный дом DUO
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/295277477/;Москва;sale;flat;4;5;3;75.0;209333;15700000;2019;Вторичка;-1;Центральное;-1;38.0;14.0;+79623695214;; 5-я Лесные поляны;29;Коммунарка;
Sminex-Интеко;developer;https://www.cian.ru/sale/flat/293712295/;Москва;sale;flat;2;21;3;79.64;477900;38060000;2024;Новостройка;Монолитный;-1;Без отделки;43.0;12.0;+74951347316;Марфино; Академика Королева;21;Бутырская;Дом Достижение
City View;real_estate_agent;https://www.cian.ru/sale/flat/296209965/;Москва;sale;flat;60;75;3;240.0;425000;102000000;2010;Вторичка Апартаменты;Монолитный;Нет информации;-1;210.0;20.0;+79104124537;Пресненский;набережная Пресненская;8с1;Деловой центр;Город Столиц
GloraX;developer;https://www.cian.ru/sale/flat/295853228/;Москва;sale;flat;4;21;3;91.99;480486;44199999;2024;Новостройка Апартаменты;Монолитный;-1;Предчистовая;47.0;-1;+74951378830;Беговой; 1-я Ямского Поля;28С3;Белорусская;GloraX Premium Белорусская
АЭРОБУС;real_estate_agent;https://www.cian.ru/sale/flat/296023369/;Москва;sale;flat;20;32;3;107.0;440654;47150000;2008;Вторичка;Монолитный;Центральное;-1;60.0;20.0;+79099976825;Аэропорт;Кочновский проезд;4к1;Гражданская;Аэробус
Доходный дом;developer;https://www.cian.ru/sale/flat/296303044/;Москва;sale;flat;2;8;3;150.7;1329754;200393928;2026;Новостройка;Монолитный;-1;Без отделки;-1;34.0;+74951374014;Мещанский;Большой Кисельный переулок;11/2с2;Лубянка;Frank's house
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/289733284/;Москва;sale;flat;2;14;3;120.0;825000;99000000;2012;Вторичка;Монолитный;Индивидуальный тепловой пункт;-1;-1;35.0;+79168080746;Замоскворечье;Мытная ;7с2;Серпуховская;Английский квартал
ФСК;developer;https://www.cian.ru/sale/flat/293382749/;Москва;sale;flat;4;38;3;73.0;426869;31161437;2024;Новостройка;Монолитно-кирпичный;-1;Без отделки, предчистовая, чистовая;41.0;14.0;+74951387143;Ростокино;;;Ботанический сад;Режиссер ЖК
Винидиктов и Партнеры;real_estate_agent;https://www.cian.ru/sale/flat/296403655/;Москва;sale;flat;7;18;3;113.3;480000;54384000;2005;Вторичка;Монолитный;Центральное;-1;56.0;25.0;+79057215017;Ломоносовский; Архитектора Власова;6;Профсоюзная;Вавилово
ФСК;developer;https://www.cian.ru/sale/flat/291506595/;Москва;sale;flat;3;29;3;64.7;409920;26521824;2025;Новостройка;Монолитно-кирпичный;-1;Предчистовая, чистовая;34.0;10.0;+74951387224;Нагатино-Садовники;Варшавское шоссе;37Ак2;Нагатинская;Rotterdam
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/296785937/;Москва;sale;flat;7;21;3;87.6;1095890;96000000;2023;Вторичка;Монолитный;-1;-1;58.0;22.0;+79672093881;Пресненский; Костикова;4к3;Улица 1905 года;Lucky
Э.К. Девелопмент;developer;https://www.cian.ru/sale/flat/296031640/;Москва;sale;flat;9;26;3;79.0;281585;22245240;2023;Новостройка;Панельный;-1;Предчистовая, чистовая;-1;-1;+74951378824;Чертаново Южное;Варшавское шоссе;170Ек3;Лесопарковая;Зеленая Вертикаль
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/293316145/;Москва;sale;flat;23;25;3;81.0;454320;36800000;2023;Новостройка;Монолитно-кирпичный;-1;-1;-1;-1;+79623676854;Хорошево-Мневники; Шеногина;2;Полежаевская;Sydney City
Sense Development;developer;https://www.cian.ru/sale/flat/296457502/;Москва;sale;flat;9;13;3;102.8;521415;53601513;2024;Новостройка Апартаменты;Монолитный;-1;Предчистовая;59.0;38.0;+74951387059;Даниловский;Подольское шоссе;3;Тульская;Logos
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/292803672/;Москва;sale;flat;4;25;3;72.2;457063;33000000;2023;Вторичка;Монолитно-кирпичный;-1;-1;-1;-1;+79623676854;Хорошево-Мневники; Шеногина;2;Полежаевская;Sydney City
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/293141534/;Москва;sale;flat;3;27;3;76.1;345500;26292550;2024;Новостройка;Панельный, монолитный;-1;Без отделки, предчистовая, чистовая;38.0;11.0;+74951378815;Щукино; Берзарина;;Карамышевская;Октябрьское поле
ID 12531174;realtor;https://www.cian.ru/sale/flat/271350770/;Москва;sale;flat;44;44;3;86.3;474971;40990000;2024;Новостройка;Монолитный;-1;Без отделки;-1;33.0;+79652861950;Хорошево-Мневники; Шеногина;;Народное Ополчение;Sydney City
КРОСТ;developer;https://www.cian.ru/sale/flat/296745358/;Москва;sale;flat;3;21;3;107.3;248000;26610400;2022;Новостройка Апартаменты;Монолитный;-1;Черновая, чистовая с мебелью;31.0;11.0;+74951374352;Хорошево-Мневники; Народного Ополчения;13;Народное Ополчение;Wellton Gold
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/292762930/;Москва;sale;flat;39;73;3;190.0;571052;108500000;2010;Вторичка Апартаменты;Монолитный;Нет информации;-1;100.0;10.0;+79660611022;Пресненский;набережная Пресненская;8с1;Международная;Город Столиц
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/293078646/;Москва;sale;flat;2;20;3;85.6;294000;25166400;2024;Новостройка;Монолитный;-1;Без отделки;47.0;16.0;+74951378725;Головинский;Михалковская ;48С8;Коптево;Михалковский
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/294877462/;Москва;sale;flat;14;52;3;107.0;495327;53000000;2020;Вторичка;Монолитный;Индивидуальный тепловой пункт;-1;-1;-1;+79660479105;Раменки;Мичуринский проспект;56;Раменки;Небо — Небоскребы на Мичуринском, 56
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/294929216/;Москва;sale;flat;15;26;3;78.2;322000;25180400;2025;Новостройка;Монолитный;-1;Без отделки;59.0;4.0;+74951374127;Соколиная гора;;;Соколиная гора;Семеновский Парк 2 ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/294734371/;Москва;sale;flat;9;21;3;108.0;1157407;125000000;-1;Вторичка;Монолитно-кирпичный;-1;-1;68.0;20.0;+79623697268;Пресненский;2-я Звенигородская ;12С19;Улица 1905 года;Lucky
AFI Development;developer;https://www.cian.ru/sale/flat/288130681/;Москва;sale;flat;22;52;3;85.2;409000;34846800;2024;Новостройка;Монолитно-кирпичный;-1;Предчистовая, чистовая;53.0;-1;+74951374403;Свиблово;проезд Серебрякова;11-13к1;Свиблово;Afi Tower
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/294877465/;Москва;sale;flat;28;43;3;84.0;713452;59930000;2023;Вторичка;Монолитно-кирпичный;-1;-1;-1;-1;+79623676854;Хорошево-Мневники;к5/1;к5/1;Хорошёво;Сидней Сити ЖК
